Subject_code,pos_rad,foreperiod,predictability,difficulty,nanmean_TP
10,0,0.65,3,4,1
10,0,0.65,3,6,1
10,0,0.65,3,8,0.666666666666667
10,0,0.65,3,10,1
10,0,1.4,1,4,1
10,0,1.4,1,6,1
10,0,1.4,1,8,1
10,0,1.4,3,4,1
10,0,1.4,3,8,0
10,0.628318530717959,0.65,1,10,1
10,0.628318530717959,1.4,1,10,1
10,0.628318530717959,1.4,3,10,1
10,0.785398163397448,1.4,1,8,1
10,1.0471975511966,0.65,1,6,1
10,1.0471975511966,1.4,3,6,1
10,1.25663706143592,0.65,1,10,1
10,1.25663706143592,1.4,1,10,1
10,1.5707963267949,0.65,1,4,1
10,1.5707963267949,0.65,1,8,1
10,1.5707963267949,0.65,3,4,1
10,1.5707963267949,1.4,1,4,1
10,1.5707963267949,1.4,1,8,1
10,1.5707963267949,1.4,3,4,1
10,1.5707963267949,1.4,3,8,1
10,1.88495559215388,0.65,1,10,1
10,1.88495559215388,0.65,3,10,1
10,1.88495559215388,1.4,1,10,1
10,1.88495559215388,1.4,3,10,0
10,2.0943951023932,0.65,3,6,1
10,2.0943951023932,1.4,1,6,1
10,2.0943951023932,1.4,3,6,1
10,2.35619449019234,0.65,1,8,1
10,2.35619449019234,1.4,1,8,1
10,2.51327412287183,0.65,1,10,1
10,2.51327412287183,0.65,3,10,0
10,3.14159265358979,0.65,1,4,1
10,3.14159265358979,0.65,1,6,1
10,3.14159265358979,0.65,1,8,0
10,3.14159265358979,0.65,3,4,1
10,3.14159265358979,1.4,1,6,0
10,3.14159265358979,1.4,1,10,1
10,3.14159265358979,1.4,3,6,1
10,3.14159265358979,1.4,3,8,1
10,3.14159265358979,1.4,3,10,0.666666666666667
10,3.76991118430775,0.65,1,10,0
10,3.76991118430775,1.4,3,10,1
10,3.92699081698724,1.4,1,8,0
10,3.92699081698724,1.4,3,8,0
10,4.18879020478639,0.65,1,6,1
10,4.18879020478639,0.65,3,6,0
10,4.18879020478639,1.4,1,6,0
10,4.18879020478639,1.4,3,6,1
10,4.39822971502571,0.65,1,10,1
10,4.39822971502571,1.4,3,10,0
10,4.71238898038469,0.65,1,4,1
10,4.71238898038469,0.65,1,8,1
10,4.71238898038469,0.65,3,4,1
10,4.71238898038469,0.65,3,8,0.5
10,4.71238898038469,1.4,1,4,1
10,4.71238898038469,1.4,1,8,0.5
10,5.02654824574367,1.4,1,10,1
10,5.23598775598299,1.4,1,6,1
10,5.23598775598299,1.4,3,6,1
10,5.49778714378214,0.65,1,8,0.5
11,0,0.65,1,4,1
11,0,0.65,1,6,1
11,0,0.65,1,8,0
11,0,0.65,1,10,1
11,0,0.65,3,4,1
11,0,1.4,1,4,1
11,0,1.4,1,6,0.5
11,0,1.4,1,10,0.5
11,0,1.4,3,4,1
11,0,1.4,3,6,1
11,0.628318530717959,0.65,1,10,1
11,0.628318530717959,0.65,3,10,0.5
11,0.628318530717959,1.4,1,10,0.5
11,0.785398163397448,0.65,1,8,1
11,0.785398163397448,0.65,3,8,1
11,0.785398163397448,1.4,1,8,1
11,1.0471975511966,0.65,1,6,1
11,1.0471975511966,1.4,1,6,1
11,1.0471975511966,1.4,3,6,1
11,1.25663706143592,0.65,1,10,0
11,1.25663706143592,0.65,3,10,1
11,1.5707963267949,0.65,1,4,1
11,1.5707963267949,0.65,1,8,0.5
11,1.5707963267949,0.65,3,4,1
11,1.5707963267949,1.4,1,4,1
11,1.5707963267949,1.4,1,8,1
11,1.88495559215388,1.4,3,10,0
11,2.0943951023932,0.65,1,6,1
11,2.0943951023932,0.65,3,6,0
11,2.0943951023932,1.4,1,6,1
11,2.0943951023932,1.4,3,6,1
11,2.35619449019234,0.65,1,8,0
11,2.35619449019234,1.4,1,8,1
11,2.51327412287183,0.65,3,10,1
11,2.51327412287183,1.4,3,10,0.333333333333333
11,3.14159265358979,0.65,1,4,1
11,3.14159265358979,0.65,1,6,0.5
11,3.14159265358979,0.65,1,10,0.25
11,3.14159265358979,0.65,3,8,1
11,3.14159265358979,1.4,1,4,1
11,3.14159265358979,1.4,1,6,0.5
11,3.14159265358979,1.4,1,8,0
11,3.14159265358979,1.4,3,6,0.5
11,3.14159265358979,1.4,3,8,0
11,3.76991118430775,0.65,1,10,0
11,3.76991118430775,0.65,3,10,0
11,3.92699081698724,0.65,1,8,0
11,3.92699081698724,1.4,3,8,0
11,4.18879020478639,0.65,1,6,0
11,4.18879020478639,0.65,3,6,0
